m1,m2,m3
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.00473295,-0.0033467,0.0033467,
0.0648129,-0.0458297,0.0458297,
0.087049,-0.061553,0.061553,
0.02243,-0.0158604,0.0158604,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0663516,-0.0469176,0.0469176,
0.208329,-0.147311,0.147311,
0.287838,-0.203532,0.203532,
0.322175,-0.227812,0.227812,
0.390238,-0.27594,0.27594,
0.450719,-0.318706,0.318706,
0.424223,-0.299971,0.299971,
0.331844,-0.234649,0.234649,
0.187643,-0.132684,0.132684,
0.0788666,-0.0557671,0.0557671,
0.0133417,-0.00943399,0.00943399,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0362937,-0.0256635,0.0256635,
0.112601,-0.0796208,0.0796208,
0.126961,-0.089775,0.089775,
0.146571,-0.103641,0.103641,
0.219382,-0.155127,0.155127,
0.135864,-0.0960702,0.0960702,
0.00484579,-0.00342649,0.00342649,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0875191,-0.0618853,0.0618853,
0.137901,-0.0975109,0.0975109,
0.176576,-0.124858,0.124858,
0.0672015,-0.0475186,0.0475186,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0120208,-0.0085,0.0085,
0.0313817,-0.0221902,0.0221902,
0.00146815,-0.00103814,0.00103814,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0669286,-0.0473256,0.0473256,
0.218285,-0.154351,0.154351,
0.277387,-0.196142,0.196142,
0.305533,-0.216044,0.216044,
0.34864,-0.246526,0.246526,
0.25695,-0.181691,0.181691,
0.172706,-0.122122,0.122122,
0.158226,-0.111882,0.111882,
0.157335,-0.111253,0.111253,
0.0789438,-0.0558217,0.0558217,
0.0321965,-0.0227663,0.0227663,
0.0427693,-0.0302425,0.0302425,
0.00568014,-0.00401646,0.00401646,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0590987,-0.0417891,0.0417891,
0.156363,-0.110565,0.110565,
0.242725,-0.171632,0.171632,
0.262653,-0.185724,0.185724,
0.333439,-0.235777,0.235777,
0.38314,-0.270921,0.270921,
0.344076,-0.243299,0.243299,
0.344788,-0.243802,0.243802,
0.367721,-0.260018,0.260018,
0.38759,-0.274068,0.274068,
0.261654,-0.185017,0.185017,
0.106568,-0.0753546,0.0753546,
0.0141918,-0.0100351,0.0100351,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0643612,-0.0455102,0.0455102,
0.13719,-0.0970082,0.0970082,
0.223145,-0.157787,0.157787,
0.319066,-0.225614,0.225614,
0.394512,-0.278962,0.278962,
0.44915,-0.317597,0.317597,
0.422105,-0.298473,0.298473,
0.375096,-0.265233,0.265233,
0.388459,-0.274682,0.274682,
0.393093,-0.277959,0.277959,
0.352174,-0.249025,0.249025,
0.301473,-0.213174,0.213174,
0.217124,-0.15353,0.15353,
0.171463,-0.121243,0.121243,
0.153842,-0.108783,0.108783,
0.139867,-0.0989012,0.0989012,
0.114998,-0.0813159,0.0813159,
0.0700219,-0.049513,0.049513,
0.0173527,-0.0122702,0.0122702,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0326586,-0.0230931,0.0230931,
0.159509,-0.11279,0.11279,
0.24532,-0.173467,0.173467,
0.302252,-0.213724,0.213724,
0.367388,-0.259782,0.259782,
0.413193,-0.292172,0.292172,
0.452136,-0.319708,0.319708,
0.580361,-0.314124,0.488001,
2.11297,-1.16207,1.76472,
2.63607,-1.41628,2.22329,
0.922767,-0.558634,0.734457,
0.330831,-0.233933,0.233933,
0.23753,-0.167959,0.167959,
0.126383,-0.0893662,0.0893662,
0.0334909,-0.0236816,0.0236816,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.00187891,-0.00132859,0.00132859,
0.0924296,-0.0653576,0.0653576,
0.142764,-0.100949,0.100949,
0.197037,-0.139326,0.139326,
0.248861,-0.175971,0.175971,
0.291671,-0.206243,0.206243,
0.226621,-0.160246,0.160246,
0.128933,-0.0911691,0.0911691,
0.0674686,-0.0477075,0.0477075,
0.00349505,-0.00247137,0.00247137,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0222034,-0.0157002,0.0157002,
0.052384,-0.0370411,0.0370411,
0.0410692,-0.0290403,0.0290403,
7.19839e-05,-5.09003e-05,5.09003e-05,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.0567809,-0.0401501,0.0401501,
0.0751636,-0.0531487,0.0531487,
0.129299,-0.091428,0.091428,
0.199393,-0.140992,0.140992,
0.228849,-0.161821,0.161821,
0.18802,-0.13295,0.13295,
0.0645667,-0.0456555,0.0456555,
0.00125944,-0.00089056,0.00089056,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
0.06695,-0.0473408,0.0473408,
0.118825,-0.0840217,0.0840217,
0.135353,-0.0957088,0.0957088,
0.131185,-0.0927621,0.0927621,
0.0588901,-0.0416416,0.0416416,
0.00222402,-0.00157262,0.00157262,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
3.53264e-164,3.53264e-164,-3.53264e-164,
