m1,m2,m3,m4,m5,m6,m7
58.4611,26.1055,32.3555,13.8802,2.17373,-10.7432,13.5921,
60.7012,27.0926,33.6086,14.4148,2.24839,-11.1646,14.1147,
64.5377,28.6989,35.8387,15.3882,2.42237,-11.9381,15.0676,
63.4151,28.4659,34.9492,14.9385,1.90945,-11.4458,14.6207,
62.4662,27.9763,34.4899,14.7712,1.90731,-11.3318,14.4567,
55.854,25.1018,30.7522,13.1812,1.39346,-10.0233,12.8971,
52.0114,23.2056,28.8058,12.4266,1.35028,-9.42099,12.1615,
47.563,21.092,26.471,11.4811,1.3247,-8.67288,11.2401,
45.0566,19.9337,25.1229,10.922,1.31564,-8.22141,10.6962,
45.5572,20.0988,25.4584,11.0916,1.43391,-8.35929,10.8646,
43.6546,19.2603,24.3943,10.6141,1.32537,-7.94582,10.3986,
44.3042,19.5669,24.7373,10.7413,1.33264,-8.0217,10.5241,
46.9475,20.7263,26.2212,11.3646,1.41524,-8.48932,11.1348,
47.9432,21.1164,26.8268,11.6378,1.50276,-8.69465,11.4041,
46.6923,20.3756,26.3168,11.5389,1.79638,-8.69182,11.3135,
51.1626,22.6321,28.5305,12.4011,1.87922,-9.45861,12.1499,
56.4135,25.1651,31.2485,13.4837,1.93075,-10.3404,13.2031,
59.3183,26.6027,32.7157,14.0618,1.96443,-10.8,13.7665,
58.4955,26.2751,32.2205,13.8565,1.96492,-10.6608,13.5654,
64.6492,28.8071,35.8421,15.4453,2.55918,-12.0374,15.1251,
67.9371,30.3951,37.542,16.1188,2.55949,-12.5551,15.7806,
71.4268,32.0739,39.3529,16.8435,2.57513,-13.1191,16.4863,
74.3936,33.4552,40.9385,17.4928,2.60533,-13.6222,17.1196,
76.0847,34.2315,41.8532,17.8762,2.62725,-13.9246,17.4932,
77.3069,34.7763,42.5305,18.1705,2.65518,-14.1616,17.7802,
77.924,35.1073,42.8167,18.2856,2.64579,-14.2517,17.8919,
78.1018,35.1631,42.9387,18.3567,2.67256,-14.3156,17.9615,
71.1063,32.2347,38.8716,16.5982,2.05921,-12.8266,16.2365,
68.6413,30.9192,37.7221,16.1857,2.05093,-12.528,15.833,
61.2238,27.6618,33.562,14.3885,1.57984,-11.0404,14.0739,
52.4642,23.7046,28.7596,12.407,1.35516,-9.49474,12.137,
43.8352,19.6382,24.197,10.5389,1.25426,-8.03854,10.3142,
39.9602,17.7967,22.1635,9.70543,1.24081,-7.36686,9.50319,
36.9798,16.3872,20.5926,9.07561,1.29877,-6.87549,8.89187,
35.3593,15.6666,19.6926,8.65685,1.19268,-6.48664,8.48433,
33.7327,14.9114,18.8212,8.27931,1.16238,-6.16242,8.11751,
31.4946,13.8381,17.6565,7.80056,1.16475,-5.77723,7.65228,
27.5597,11.9562,15.6035,6.96523,1.18126,-5.12451,6.84032,
20.8904,8.66429,12.2261,5.67718,1.40144,-4.20558,5.59584,
24.1792,10.2912,13.888,6.3004,1.4552,-4.75454,6.19914,
28.9954,12.6264,16.369,7.25998,1.44214,-5.51605,7.1288,
31.7457,13.9235,17.8222,7.83222,1.44859,-5.95748,7.68529,
33.13,14.5125,18.6175,8.16914,1.46636,-6.22033,8.01351,
38.4991,16.764,21.7351,9.51527,1.86462,-7.35977,9.33415,
41.0371,18.0215,23.0156,10.0112,1.83637,-7.73359,9.81546,
44.3114,19.6079,24.7035,10.693,1.8745,-8.26867,10.4796,
47.0534,20.9041,26.1492,11.3263,1.94545,-8.79613,11.0962,
49.9656,22.2563,27.7092,12.0157,2.04413,-9.36974,11.7684,
49.5653,22.169,27.3964,11.8912,2.0201,-9.29034,11.6452,
49.7095,22.2568,27.4527,11.9268,2.018,-9.33211,11.679,
50.5796,22.5402,28.0394,12.2051,2.08291,-9.5603,11.9515,
48.2496,21.67,26.5796,11.5359,1.65267,-8.92797,11.2908,
54.1072,24.2487,29.8585,12.9157,1.77265,-9.98427,12.6394,
57.8486,26.0763,31.7723,13.7241,1.61996,-10.5525,13.4258,
49.9985,22.4494,27.549,12.0085,1.48939,-9.21384,11.7508,
41.827,18.6746,23.1524,10.1846,1.37977,-7.78851,9.97129,
37.9023,16.8219,21.0804,9.3154,1.33752,-7.09154,9.12487,
35.7253,15.7447,19.9805,8.86841,1.38267,-6.74059,8.69166,
32.7948,14.3476,18.4471,8.22131,1.34968,-6.2191,8.0619,
29.3942,12.7693,16.625,7.44572,1.30353,-5.60019,7.30664,
25.6835,11.0069,14.6766,6.63361,1.27805,-4.96073,6.51664,
19.7831,8.20968,11.5734,5.3624,1.24797,-3.97505,5.28102,
14.206,5.41591,8.79006,4.27931,1.31383,-3.14923,4.23645,
19.9778,7.97882,11.9989,5.59445,1.63959,-4.29673,5.52206,
24.2426,10.027,14.2157,6.46847,1.65241,-4.98828,6.36737,
30.5574,12.8241,17.7332,7.9327,1.81569,-6.12326,7.79596,
30.0598,12.5683,17.4915,7.84199,1.81438,-6.06034,7.70747,
30.6664,13.0316,17.6347,7.84318,1.71052,-6.04212,7.70413,
34.4251,14.8569,19.5682,8.60333,1.71514,-6.61417,8.44345,
36.8745,16.0902,20.7843,9.0662,1.68842,-6.95772,8.89289,
38.3427,16.7693,21.5734,9.38802,1.70678,-7.20575,9.20663,
42.8187,18.797,24.0217,10.4022,1.81213,-7.98819,10.1975,
43.614,19.2088,24.4052,10.5507,1.81003,-8.10169,10.342,
41.8907,18.4672,23.4235,10.1394,1.75432,-7.78708,9.93933,
39.3132,17.2353,22.0779,9.60656,1.7309,-7.38836,9.41935,
33.2463,14.3756,18.8707,8.31027,1.63159,-6.3966,8.15415,
32.7295,14.0085,18.7209,8.28366,1.68007,-6.38866,8.12988,
35.6734,15.2255,20.448,9.0399,1.71781,-6.94037,8.86848,
38.8091,16.6068,22.2023,9.81142,1.89417,-7.5153,9.62783,
40.0328,17.1828,22.8501,10.1164,1.9697,-7.76101,9.92718,
42.6523,18.3936,24.2587,10.7266,2.04991,-8.24629,10.5231,
44.2575,19.2018,25.0557,11.0598,2.06452,-8.51157,10.8471,
45.0005,19.5868,25.4136,11.2146,2.06354,-8.64244,10.9968,
42.7345,18.6453,24.0891,10.6543,1.97033,-8.21233,10.4478,
41.198,17.9626,23.2354,10.3045,1.93313,-7.94748,10.1058,
40.2158,17.3358,22.88,10.2202,2.02321,-7.90696,10.0266,
33.3857,13.9727,19.413,8.87778,2.04838,-6.90219,8.72262,
35.8644,15.1882,20.6761,9.36595,2.10868,-7.36944,9.19388,
39.106,16.6946,22.4114,10.0556,2.14628,-7.92371,9.86387,
40.2341,17.2244,23.0097,10.2847,2.14668,-8.09165,10.0868,
38.9869,16.6501,22.3368,10.0024,2.11296,-7.86739,9.81144,
39.1039,16.8402,22.2637,9.92037,2.01622,-7.78065,9.72835,
39.2408,17.049,22.1917,9.83496,1.91579,-7.68928,9.6421,
40.6121,17.8033,22.8088,10.0357,1.83794,-7.81546,9.83541,
40.0148,17.5929,22.4219,9.8437,1.77085,-7.64815,9.64696,
39.7498,17.4634,22.2864,9.76964,1.73837,-7.57373,9.57459,
35.6003,15.5616,20.0386,8.82551,1.62143,-6.8315,8.65219,
34.6745,14.9638,19.7107,8.72195,1.65877,-6.75505,8.55301,
35.5788,15.2813,20.2975,8.9709,1.71212,-6.93478,8.79822,
36.6385,15.9676,20.6709,9.03809,1.3471,-6.84313,8.85726,
37.0123,16.1837,20.8286,9.07705,1.33996,-6.85696,8.89592,
36.3046,15.8656,20.439,8.8662,1.05807,-6.58023,8.68815,
35.2391,15.2899,19.9492,8.69309,1.14305,-6.40776,8.52434,
33.4536,14.4694,18.9842,8.3005,1.14736,-6.08969,8.1429,
32.4717,14.001,18.4707,8.10133,1.16407,-5.93473,7.94954,
30.3042,13.0226,17.2816,7.63107,1.21551,-5.60214,7.49179,
29.3622,12.6103,16.7519,7.38537,1.11995,-5.38139,7.25079,
27.3873,11.7469,15.6405,6.9119,1.09028,-5.01585,6.78873,
24.6132,10.4744,14.1389,6.29127,1.06709,-4.54308,6.18342,
19.8663,8.21588,11.6504,5.29242,1.05383,-3.78568,5.21076,
16.1348,6.29704,9.83776,4.65407,1.21364,-3.35093,4.59699,
22.5827,9.39024,13.1924,5.97972,1.32133,-4.4474,5.88423,
29.2365,12.7017,16.5347,7.2779,1.29349,-5.46249,7.14347,
32.1012,14.1051,17.9962,7.8507,1.31584,-5.90796,7.70143,
31.7933,13.9484,17.8449,7.79712,1.3251,-5.87914,7.64892,
36.4169,15.945,20.4719,8.91809,1.6591,-6.82891,8.74846,
41.0295,18.2322,22.7973,9.81785,1.65212,-7.50114,9.62461,
49.9107,22.4298,27.481,11.7064,1.78383,-8.94418,11.4687,
51.4103,23.1138,28.2965,12.0442,1.80857,-9.2078,11.7983,
49.7189,22.3631,27.3558,11.6537,1.75609,-8.91036,11.416,
52.3672,23.6262,28.741,12.2098,1.79087,-9.33135,11.9592,
56.3434,25.4853,30.8581,13.0716,1.8667,-9.98744,12.8016,
56.5987,25.5011,31.0975,13.2082,1.9402,-10.1071,12.9364,
51.362,23.1531,28.2089,12.0007,1.56225,-9.09339,11.7524,
47.8075,21.3447,26.4627,11.3416,1.55513,-8.6137,11.1083,
41.477,18.4004,23.0766,9.91922,1.08371,-7.4486,9.71205,
36.5681,16.121,20.4471,8.84541,1.05042,-6.59445,8.66587,
32.1991,14.0709,18.1282,7.90408,1.05492,-5.85306,7.74957,
29.1334,12.6058,16.5276,7.27026,1.08264,-5.35488,7.1337,
27.6714,11.8641,15.8073,7.01868,1.19406,-5.17737,6.89217,
25.8402,11.0475,14.7927,6.5704,1.10311,-4.78764,6.45481,
25.0891,10.6994,14.3898,6.39836,1.10507,-4.63909,6.28843,
23.5376,9.97659,13.561,6.06111,1.10682,-4.37193,5.96087,
21.3085,8.8599,12.4486,5.63363,1.12959,-4.04129,5.54642,
17.8436,7.08021,10.7634,5.04713,1.30985,-3.65156,4.98381,
22.3374,9.19867,13.1388,5.99362,1.40067,-4.46874,5.90145,
26.7077,11.3291,15.3786,6.87786,1.34926,-5.18561,6.75519,
29.4963,12.6407,16.8556,7.47809,1.36583,-5.66672,7.33834,
31.0917,13.4215,17.6702,7.86057,1.42062,-6.01661,7.70935,
37.0642,16.2117,20.8525,9.21581,1.80103,-7.19464,9.03602,
43.9903,19.6109,24.3794,10.6307,1.84833,-8.28983,10.4136,
51.2191,22.9113,28.3079,12.2662,2.02215,-9.57346,12.0106,
53.8712,24.0954,29.7758,12.871,2.08464,-10.0378,12.6018,
54.8424,24.5154,30.327,13.0978,2.10766,-10.2106,12.8236,
53.0414,23.7579,29.2835,12.6672,2.05035,-9.89018,12.4015,
53.9902,24.1566,29.8336,12.9127,2.08895,-10.0911,12.6413,
52.9371,23.6629,29.2743,12.6769,2.06325,-9.89926,12.4113,
48.9346,22.0621,26.8725,11.5965,1.60004,-8.93851,11.3503,
49.6549,22.3288,27.3261,11.7848,1.61313,-9.06884,11.5351,
47.6821,21.5088,26.1733,11.2644,1.18462,-8.55208,11.0223,
43.7186,19.7008,24.0178,10.3965,1.1423,-7.85934,10.1764,
40.612,18.2789,22.3331,9.72743,1.13457,-7.34838,9.5236,
38.6408,17.3335,21.3073,9.32263,1.13675,-7.03735,9.12904,
43.1564,19.2304,23.926,10.4692,1.33933,-7.93983,10.2515,
45.5016,20.2505,25.2511,10.9995,1.31318,-8.30462,10.7702,
44.6733,19.8612,24.8121,10.7965,1.29093,-8.12329,10.5731,
41.0475,18.198,22.8495,9.97384,1.251,-7.47928,9.77077,
36.2067,15.8959,20.3108,8.97142,1.24431,-6.72524,8.79273,
30.5797,13.0563,17.5234,7.9643,1.46422,-6.03377,7.81596,
32.8295,14.1681,18.6614,8.38632,1.54648,-6.44596,8.2247,
37.1114,16.1946,20.9168,9.26086,1.57052,-7.12165,9.07625,
38.8563,17.0247,21.8316,9.60777,1.57044,-7.37409,9.41474,
39.6208,17.3353,22.2855,9.79782,1.58624,-7.51367,9.60075,
43.0484,18.7295,24.3189,10.6821,2.0017,-8.30372,10.4719,
46.8662,20.6029,26.2633,11.4359,2.00136,-8.86443,11.2062,
48.6371,21.5508,27.0863,11.7337,1.97602,-9.08556,11.4954,
48.8627,21.7261,27.1366,11.7301,1.94211,-9.07426,11.491,
50.1775,22.2869,27.8906,12.05,1.98811,-9.32468,11.804,
53.5284,23.6835,29.8449,12.8942,2.12551,-9.9905,12.6301,
56.5481,25.0817,31.4663,13.5585,2.18936,-10.5001,13.2793,
57.8798,25.6931,32.1867,13.8625,2.23778,-10.7389,13.5768,
59.4431,26.5689,32.8741,14.0996,1.84201,-10.7888,13.8017,
72.5456,32.4268,40.1188,17.1536,2.12079,-13.1473,16.7861,
69.622,31.3775,38.2444,16.3116,1.65298,-12.4234,15.9571,
59.1698,26.7233,32.4465,13.9141,1.46242,-10.5728,13.6144,
57.8392,25.9534,31.8858,13.7365,1.50896,-10.4313,13.4428,
59.7652,26.7117,33.0535,14.2512,1.59436,-10.8176,13.9475,
59.4105,26.5551,32.8554,14.1814,1.6758,-10.7795,13.8809,
60.731,27.2136,33.5174,14.4106,1.61519,-10.9118,14.1053,
61.8827,27.775,34.1078,14.6399,1.62949,-11.0758,14.33,
56.9967,25.6394,31.3574,13.4829,1.5493,-10.1917,13.1994,
49.8098,22.3778,27.4319,11.865,1.46336,-8.95812,11.619,
41.5417,18.3888,23.1529,10.2192,1.62295,-7.77375,10.0163,
44.2164,19.6325,24.5839,10.7884,1.77294,-8.31748,10.5698,
49.906,22.2505,27.6555,12.0223,1.85615,-9.27613,11.7735,
52.5677,23.4181,29.1496,12.6411,1.91437,-9.74905,12.3784,
54.8471,24.3523,30.4949,13.2256,1.97135,-10.2004,12.9496,
59.6672,26.1457,33.5215,14.5963,2.57882,-11.4178,14.2977,
61.8984,27.2241,34.6743,15.0458,2.55411,-11.7544,14.7346,
65.6672,29.0252,36.6421,15.832,2.58363,-12.3541,15.5011,
69.699,30.8002,38.8988,16.7807,2.68984,-13.0898,16.4285,
70.6643,31.2512,39.413,16.9913,2.69889,-13.2505,16.6339,
71.9307,31.7939,40.1368,17.3027,2.73939,-13.4952,16.9383,
79.1427,34.9841,44.1586,18.9936,2.95235,-14.8077,18.5918,
85.3496,37.7632,47.5864,20.4331,3.13837,-15.9271,19.9996,
85.9116,38.5499,47.3617,20.1879,2.37863,-15.5167,19.7494,
84.5073,37.9425,46.5648,19.8715,2.36216,-15.2972,19.439,
81.2783,36.7071,44.5712,18.9877,1.93924,-14.5295,18.5712,
79.6662,35.9655,43.7006,18.6623,1.88754,-14.2693,18.2532,
73.5825,33.1719,40.4106,17.3149,1.81652,-13.234,16.9372,
73.2398,32.9099,40.3299,17.3151,1.86377,-13.2319,16.9389,
72.7152,32.6054,40.1099,17.2607,1.95913,-13.2094,16.8872,
67.4259,30.1975,37.2284,16.0425,1.79082,-12.2401,15.6968,
64.077,28.6505,35.4265,15.2891,1.72276,-11.6444,14.9613,
59.0179,26.3634,32.6545,14.1259,1.64059,-10.7353,13.8258,
55.2345,24.5701,30.6644,13.3136,1.6297,-10.0955,13.0346,
50.0163,21.9683,28.048,12.3431,1.8515,-9.40849,12.0927,
50.7354,22.431,28.3044,12.3906,1.95288,-9.54328,12.1368,
54.1645,24.147,30.0174,13.0279,1.96899,-10.043,12.7573,
57.5794,25.7849,31.7944,13.7266,2.01125,-10.5723,13.4397,
59.026,26.4311,32.5949,14.0614,2.04439,-10.8336,13.7668,
66.373,29.4131,36.9598,15.9753,2.68957,-12.4689,15.6447,
71.2438,31.7118,39.532,17.0099,2.71899,-13.2631,16.6529,
75.7622,33.8797,41.8825,17.9603,2.77216,-14.0061,17.5794,
77.3199,34.6637,42.6562,18.2674,2.76016,-14.2453,17.8778,
80.598,36.1497,44.4483,19.0217,2.83485,-14.8383,18.6143,
85.8918,38.4859,47.4059,20.2794,2.99408,-15.8277,19.8435,
88.1752,39.5369,48.6383,20.8036,3.04934,-16.2453,20.3552,
88.5218,39.6976,48.8242,20.9016,3.07478,-16.3364,20.4505,
84.5384,38.2608,46.2776,19.7389,2.35637,-15.2616,19.3054,
83.1612,37.5808,45.5804,19.4844,2.35368,-15.0886,19.0558,
76.3944,34.625,41.7694,17.8668,2.06812,-13.8003,17.4734,
72.7576,32.9703,39.7873,17.0768,1.9681,-13.1799,16.7012,
68.9375,31.0641,37.8733,16.3227,1.94387,-12.5905,15.9659,
64.2041,28.8213,35.3827,15.3132,1.90697,-11.8012,14.9816,
57.7372,25.8278,31.9094,13.8981,1.87059,-10.7165,13.6013,
51.3894,22.9374,28.452,12.4492,1.74709,-9.57651,12.1871,
48.029,21.3731,26.6559,11.6903,1.67926,-8.9605,11.4475,
45.0733,19.9588,25.1146,11.0492,1.64647,-8.43865,10.8237,
41.1838,18.0814,23.1024,10.2286,1.64479,-7.78484,10.026,
35.0504,15.0737,19.9767,8.99185,1.70025,-6.8322,8.82531,
41.5655,17.8527,23.7128,10.5575,2.26766,-8.23488,10.3622,
45.638,19.943,25.695,11.2904,2.24392,-8.80587,11.0724,
48.4217,21.3502,27.0714,11.8094,2.22939,-9.19452,11.5769,
49.4866,21.8389,27.6477,12.0473,2.24893,-9.38313,11.8087,
53.1976,23.6213,29.5763,12.8128,2.26462,-9.96804,12.5542,
56.8157,25.3267,31.489,13.583,2.30245,-10.56,13.3051,
58.6783,26.294,32.3843,13.9145,2.26214,-10.8062,13.6267,
58.4528,26.2739,32.1789,13.8042,2.20089,-10.7135,13.5173,
61.6334,27.6907,33.9426,14.5385,2.27076,-11.2809,14.2347,
61.9321,27.7677,34.1645,14.6466,2.28902,-11.3719,14.3402,
60.8338,27.2424,33.5913,14.419,2.26416,-11.2014,14.1173,
58.3502,26.0572,32.293,13.9023,2.23173,-10.81,13.6127,
52.8466,23.4831,29.3635,12.7121,2.12855,-9.89263,12.4504,
50.1385,22.1009,28.0375,12.2043,2.12613,-9.51445,11.9554,
46.7707,20.6142,26.1566,11.4527,1.90673,-8.91008,11.2165,
46.0504,20.0498,26.0006,11.4458,1.97637,-8.88469,11.214,
39.687,17.1205,22.5665,10.0194,1.89006,-7.75159,9.82514,
35.6783,15.2797,20.3986,9.11282,1.84323,-7.02097,8.94384,
35.4556,15.1174,20.3381,9.09021,1.89503,-6.98174,8.92581,
36.0558,15.3548,20.701,9.23504,1.94503,-7.07476,9.07013,
36.469,15.5686,20.9004,9.29696,1.95569,-7.10171,9.13208,
37.7888,16.2072,21.5816,9.5596,1.98183,-7.28769,9.38947,
41.4174,17.7044,23.713,10.4884,2.17195,-8.01729,10.3003,
40.984,17.2421,23.7419,10.5988,2.35754,-8.13843,10.415,
50.7981,21.7656,29.0325,12.7802,2.56353,-9.92321,12.5374,
57.6065,24.9489,32.6576,14.2672,2.65255,-11.1285,13.9832,
58.7146,25.53,33.1846,14.4768,2.64615,-11.3116,14.1854,
57.7173,25.1017,32.6156,14.2507,2.62455,-11.1543,13.9635,
59.9696,26.2717,33.6979,14.6609,2.59528,-11.4659,14.3614,
63.4616,27.9482,35.5133,15.3877,2.62383,-12.0235,15.0697,
66.9274,29.6022,37.3252,16.1094,2.62988,-12.5703,15.7728,
65.8633,29.2049,36.6585,15.8106,2.55272,-12.3338,15.4794,
66.7872,29.6368,37.1504,16.0114,2.55887,-12.4881,15.6751,
66.2102,29.4153,36.7949,15.8529,2.51601,-12.3614,15.5195,
65.6751,29.2025,36.4726,15.7108,2.48167,-12.2477,15.38,
63.5038,28.2234,35.2803,15.2177,2.43064,-11.866,14.8982,
57.6394,25.9044,31.735,13.6384,1.81003,-10.4984,13.3473,
55.7244,24.9911,30.7333,13.2303,1.77751,-10.184,12.9487,
52.4753,23.6212,28.854,12.4123,1.33631,-9.44944,12.1448,
48.0809,21.5237,26.5572,11.4899,1.26606,-8.70646,11.2455,
45.0039,20.0075,24.9964,10.8656,1.27056,-8.2003,10.6385,
38.5845,17.0191,21.5654,9.4552,1.20427,-7.10434,9.26241,
30.8936,13.4837,17.4099,7.74958,1.16916,-5.80809,7.59862,
28.3988,12.2614,16.1373,7.20292,1.07582,-5.33777,7.06583,
27.0333,11.5172,15.5162,6.95922,1.11988,-5.13489,6.83112,
23.4094,9.75907,13.6504,6.19966,1.12726,-4.54154,6.09287,
18.5623,7.43683,11.1255,5.16966,1.12021,-3.73531,5.09232,
13.7518,5.02116,8.73069,4.25795,1.23383,-3.05824,4.21436,
21.8836,8.87973,13.0039,5.95232,1.40025,-4.42248,5.86223,
33.607,14.4382,19.1688,8.43032,1.48189,-6.33014,8.27374,
39.484,17.1962,22.2878,9.70287,1.55827,-7.31697,9.51475,
40.5868,17.7463,22.8405,9.93823,1.58042,-7.52015,9.74338,
46.202,20.0798,26.1221,11.3816,2.11519,-8.78695,11.1606,
53.2799,23.3967,29.8832,12.92,2.21719,-9.98112,12.6607,
59.6888,26.4547,33.2341,14.2826,2.31025,-11.0432,13.9896,
62.7152,27.9037,34.8115,14.9318,2.35632,-11.5568,14.6225,
64.8908,28.9968,35.8939,15.3668,2.37685,-11.8994,15.0463,
68.4484,30.7273,37.7211,16.1053,2.43687,-12.4713,15.7674,
69.187,30.9587,38.2283,16.3626,2.52003,-12.7016,16.019,
68.0019,30.2622,37.7397,16.2213,2.57691,-12.6272,15.8815,
64.4492,28.8748,35.5744,15.2523,1.98586,-11.7328,14.9261,
62.0936,27.707,34.3866,14.7885,1.94974,-11.3891,14.4722,
56.7814,25.4192,31.3622,13.4877,1.4547,-10.2884,13.1958,
49.135,21.8701,27.265,11.8084,1.32484,-8.9616,11.557,
44.0082,19.4323,24.576,10.7136,1.30118,-8.09129,10.4907,
38.1633,16.7165,21.4468,9.42737,1.25144,-7.08327,9.23677,
34.6529,15.0483,19.6046,8.69072,1.30105,-6.52272,8.5205,
31.1362,13.4049,17.7314,7.88805,1.18366,-5.85693,7.73744,
27.0003,11.4491,15.5513,6.99115,1.16716,-5.15984,6.86406,
22.1838,9.21027,12.9736,5.91993,1.12856,-4.3265,5.82091,
14.6167,5.6647,8.95197,4.272,1.08559,-3.06031,4.21872,
9.8915,3.30175,6.58975,3.30307,1.14875,-2.32377,3.28668,
18.4357,7.39973,11.036,5.12909,1.32827,-3.78184,5.06045,
26.1477,11.1157,15.032,6.69126,1.33592,-4.99604,6.57597,
32.0799,13.9351,18.1449,7.94212,1.3878,-5.96228,7.79434,
33.7361,14.714,19.0221,8.30967,1.41606,-6.26121,8.15215,
42.9289,18.6633,24.2657,10.5614,1.97626,-8.12886,10.3585,
52.4795,23.1329,29.3466,12.6362,2.12368,-9.7319,12.3827,
58.2306,25.9101,32.3205,13.8424,2.19632,-10.6768,13.5585,
59.449,26.5108,32.9381,14.1067,2.21241,-10.9023,13.815,
60.4639,27.0154,33.4485,14.3237,2.22881,-11.0856,14.0259,
60.0533,26.846,33.2074,14.2339,2.22696,-11.0304,13.9375,
61.5159,27.5204,33.9955,14.5677,2.27415,-11.2957,14.2637,
61.9571,27.6887,34.2684,14.7005,2.3137,-11.409,14.3939,
51.6137,23.1656,28.448,12.2392,1.70242,-9.40451,11.9817,
44.5928,19.8416,24.7512,10.7445,1.59829,-8.27401,10.5209,
38.195,16.9517,21.2433,9.24987,1.08096,-7.01634,9.05437,
31.0518,13.5554,17.4965,7.72084,1.01195,-5.78978,7.565,
24.0193,10.2508,13.7686,6.19615,1.02255,-4.60066,6.08141,
18.77,7.77188,10.9981,5.06681,1.04091,-3.72352,4.98446,
12.2823,4.74639,7.53596,3.64514,1.01428,-2.63258,3.60411,
10.1167,3.70813,6.40858,3.17742,1.00452,-2.25406,3.1526,
9.1912,3.21364,5.97756,2.98741,1.00923,-2.08465,2.97109,
6.78537,1.93874,4.84663,2.42065,0.992605,-1.63507,2.42598,
3.8485,0.842316,3.00619,1.47908,0.940357,-0.92314,1.52711,
2.42872,0.702972,1.72575,0.856866,0.413214,-0.505644,0.868884,
3.76913,1.04254,2.72659,1.34703,0.782481,-0.856588,1.37957,
5.79804,1.32006,4.47798,2.22134,1.18348,-1.50043,2.25664,
9.08703,3.24302,5.84401,2.90062,1.09232,-2.03224,2.89394,
11.4887,4.31859,7.17006,3.39287,1.08711,-2.42284,3.36657,
19.1821,7.69024,11.4919,5.20832,1.44737,-3.9077,5.14105,
25.1556,10.4998,14.6559,6.48872,1.49662,-4.89508,6.38442,
31.2196,13.3311,17.8885,7.81651,1.58506,-5.93327,7.67719,
38.0111,16.4551,21.556,9.33601,1.71016,-7.1153,9.15928,
44.9893,19.6756,25.3137,10.8949,1.85138,-8.33035,10.6808,
49.3103,21.6271,27.6832,11.9045,1.97066,-9.13648,11.6664,
48.6092,21.3592,27.25,11.7383,1.94542,-9.03045,11.5023,
46.4129,20.3695,26.0434,11.261,1.91015,-8.68343,11.0351,
40.1181,17.7467,22.3715,9.67749,1.3857,-7.3554,9.48014,
36.8355,16.1777,20.6579,8.99478,1.34374,-6.84604,8.81276,
30.6239,13.2938,17.3301,7.59196,0.971562,-5.64295,7.44098,
23.7371,9.9973,13.7398,6.15946,1.03034,-4.53081,6.04846,
15.8731,6.32761,9.54547,4.45007,1.0134,-3.2277,4.38544,
11.4952,4.28466,7.21059,3.49314,0.999081,-2.48568,3.45778,
8.3453,2.72916,5.61615,2.80409,0.992867,-1.95131,2.79284,
4.93119,1.10946,3.82174,1.89913,0.944571,-1.25474,1.9226,
3.03989,0.730044,2.30984,1.1393,0.680136,-0.699004,1.17055,
2.47787,0.678398,1.79947,0.891203,0.464398,-0.515161,0.908267,
1.96248,0.639895,1.32259,0.658793,0.256356,-0.340376,0.663795,
1.05602,0.552593,0.503424,0.254535,-0.0946586,-0.0946586,0.24889,
2.20733,0.736862,1.47047,0.732327,0.284308,-0.370417,0.738142,
4.6081,1.1463,3.4618,1.70291,1.08285,-1.04919,1.75888,
6.5529,1.52883,5.02407,2.50183,1.16073,-1.67253,2.52224,
9.09355,3.10856,5.98499,2.95058,1.06648,-2.04929,2.94083,
15.7184,6.00193,9.71649,4.4949,1.39055,-3.33536,4.44907,
21.868,8.85552,13.0125,5.83132,1.45884,-4.37469,5.74569,
29.8125,12.5436,17.2689,7.57972,1.5962,-5.73849,7.4485,
34.1534,14.5525,19.6008,8.54829,1.66714,-6.50066,8.392,
34.4044,14.7553,19.6491,8.56173,1.62102,-6.52176,8.40225,
33.2074,14.3424,18.865,8.21566,1.52619,-6.25721,8.06135,
35.7118,15.472,20.2398,8.79841,1.59025,-6.72007,8.63002,
42.2017,18.1989,24.0028,10.4331,1.86252,-8.01726,10.2295,
40.0665,17.4855,22.581,9.7762,1.37227,-7.38242,9.5788,
36.4479,15.8561,20.5919,8.96124,1.30734,-6.77129,8.78176,
38.2161,16.5802,21.636,9.38348,1.13207,-6.96194,9.19553,
41.6422,18.1346,23.5076,10.195,1.26572,-7.56045,9.99208,
39.6679,17.3611,22.3068,9.70792,1.22632,-7.20029,9.51527,
36.7039,16.0949,20.609,9.01644,1.17512,-6.69087,8.83844,
35.3242,15.4408,19.8834,8.74974,1.22502,-6.52808,8.57771,
34.971,15.3725,19.5985,8.60571,1.13691,-6.3956,8.43574,
35.2896,15.5376,19.752,8.66354,1.13171,-6.4378,8.49207,
33.6766,14.7862,18.8904,8.31904,1.12257,-6.18122,8.15558,
29.3843,12.6993,16.6851,7.4506,1.12156,-5.52535,7.30887,
21.3965,8.78504,12.6114,5.8835,1.26115,-4.39305,5.78646,
23.8087,10.0569,13.7518,6.30385,1.29255,-4.79735,6.19146,
27.1432,11.679,15.4642,6.95337,1.28232,-5.31681,6.82107,
28.9246,12.495,16.4297,7.32796,1.29867,-5.59336,7.18681,
28.1306,12.1167,16.0139,7.14838,1.28885,-5.44696,7.01222,
32.6473,14.0091,18.6382,8.27101,1.66193,-6.39525,8.11568,
35.1179,15.2192,19.8987,8.75366,1.65116,-6.74976,8.58532,
